cantidad,desplazamientos,geografia_id,fecha_id,id
0,13,5002,1984,42186
0,5,5004,1984,42187
0,32,5021,1984,42188
0,7,5030,1984,42189
0,89,5031,1984,42190
0,20,5034,1984,42191
0,9,5036,1984,42192
0,8,5038,1984,42193
0,48,5040,1984,42194
0,22,5042,1984,42195
0,22,5044,1984,42196
0,315,5045,1984,42197
0,257,5051,1984,42198
0,262,5055,1984,42199
0,1,5059,1984,42200
0,18,5079,1984,42201
0,17,5088,1984,42203
0,15,5091,1984,42204
0,87,5093,1984,42205
0,9,5101,1984,42206
0,12,5107,1984,42207
0,26,5113,1984,42208
0,28,5120,1984,42209
0,15,5125,1984,42210
0,1,5129,1984,42211
0,8,5134,1984,42212
0,92,5138,1984,42213
0,9,5142,1984,42214
0,15,5145,1984,42215
0,133,5147,1984,42216
0,27,5148,1984,42217
0,3,5150,1984,42218
0,42,5154,1984,42219
0,130,5172,1984,42220
0,3,5190,1984,42221
0,981,5197,1984,42222
0,11,5206,1984,42223
0,7,5209,1984,42224
0,4,5212,1984,42225
0,200,5234,1984,42226
0,1,5237,1984,42227
0,1,5240,1984,42228
0,153,5250,1984,42229
0,3,5266,1984,42231
0,3,5282,1984,42232
0,105,5284,1984,42233
0,3,5306,1984,42234
0,1,5308,1984,42235
0,4,5310,1984,42236
0,155,5313,1984,42237
0,2,5315,1984,42238
0,15,5318,1984,42239
0,1,5321,1984,42240
0,17,5347,1984,42241
0,1,5353,1984,42242
0,14,5360,1984,42243
0,167,5361,1984,42244
0,5,5364,1984,42245
0,3,5368,1984,42246
0,9,5376,1984,42247
0,4,5390,1984,42249
0,14,5400,1984,42250
0,5,5411,1984,42251
0,34,5425,1984,42252
0,14,5440,1984,42253
0,23,5467,1984,42254
0,10,5475,1984,42255
0,364,5480,1984,42256
0,58,5483,1984,42257
0,268,5490,1984,42258
0,49,5495,1984,42259
0,2,5501,1984,42260
0,26,5541,1984,42261
0,32,5543,1984,42262
0,2,5576,1984,42263
0,98,5579,1984,42264
0,9,5585,1984,42265
0,13,5591,1984,42266
0,165,5604,1984,42267
0,13,5607,1984,42268
0,9,5615,1984,42269
0,6,5628,1984,42270
0,5,5631,1984,42271
0,34,5642,1984,42272
0,31,5647,1984,42273
0,397,5649,1984,42274
0,203,5652,1984,42275
0,17,5656,1984,42276
0,1,5658,1984,42277
0,95,5659,1984,42278
0,300,5660,1984,42279
0,35,5664,1984,42280
0,139,5665,1984,42281
0,79,5667,1984,42282
0,24,5670,1984,42283
0,22,5674,1984,42284
0,15,5679,1984,42285
0,2,5686,1984,42286
0,23,5690,1984,42287
0,38,5697,1984,42288
0,72,5736,1984,42289
0,115,5756,1984,42290
0,6,5761,1984,42291
0,2,5789,1984,42292
0,82,5790,1984,42293
0,1,5792,1984,42294
0,2,5809,1984,42295
0,21,5819,1984,42296
0,628,5837,1984,42297
0,41,5842,1984,42298
0,137,5847,1984,42299
0,36,5854,1984,42300
0,20,5858,1984,42302
0,2,5861,1984,42303
0,52,5873,1984,42304
0,11,5885,1984,42305
0,39,5895,1984,42306
0,12,5887,1984,42307
0,40,5890,1984,42308
0,88,5893,1984,42309
0,21,41551,1984,42311
0,1,41615,1984,42312
0,6,41660,1984,42313
0,2,41668,1984,42314
0,4,41676,1984,42315
0,3,41770,1984,42316
0,2,41791,1984,42317
0,23,41799,1984,42319
0,2,41801,1984,42320
0,2,41807,1984,42321
0,5,41872,1984,42323
0,469,44000,1984,42324
0,154,44001,1984,42325
0,8,44035,1984,42326
0,14,44078,1984,42327
0,25,44090,1984,42328
0,22,44110,1984,42330
0,51,44279,1984,42331
0,3,44378,1984,42332
0,1,44420,1984,42333
0,31,44430,1984,42334
0,2,44560,1984,42335
0,122,44650,1984,42336
0,2,44847,1984,42337
0,9,44855,1984,42338
0,25,44874,1984,42339
0,951,27000,1984,42340
0,178,27001,1984,42341
0,61,27006,1984,42342
0,12,27025,1984,42343
0,10,27050,1984,42344
0,38,27073,1984,42345
0,8,27075,1984,42346
0,6,27077,1984,42347
0,90,27099,1984,42348
0,1,27135,1984,42349
0,12,27150,1984,42350
0,19,27160,1984,42351
0,8,27205,1984,42352
0,9,27245,1984,42353
0,7,27250,1984,42354
0,27,27361,1984,42355
0,43,27372,1984,42356
0,10,27413,1984,42357
0,16,27425,1984,42358
0,3,27430,1984,42359
0,2,27450,1984,42360
0,10,27491,1984,42361
0,4,27495,1984,42362
0,2,27600,1984,42364
0,233,27615,1984,42365
0,27,27660,1984,42366
0,2,27745,1984,42367
0,22,27787,1984,42368
0,90,27800,1984,42369
0,333,41000,1984,42371
0,45,41001,1984,42372
0,15,41006,1984,42373
0,1,41016,1984,42375
0,61,41020,1984,42376
0,16,41078,1984,42378
0,5,41132,1984,42379
0,34,41206,1984,42380
0,9,41298,1984,42382
0,8,41306,1984,42383
0,2,41319,1984,42384
0,4,41349,1984,42385
0,1,41357,1984,42386
0,9,41359,1984,42387
0,3,41378,1984,42388
0,17,41396,1984,42389
0,4,41483,1984,42390
0,6,41503,1984,42391
0,17,41524,1984,42393
0,5,41530,1984,42394
0,3,25862,1984,42395
0,5,25867,1984,42396
0,1,25871,1984,42397
0,2,25875,1984,42399
0,25,25878,1984,42400
0,66,25885,1984,42401
0,1,23000,1984,42404
0,256,23001,1984,42405
0,10,23068,1984,42406
0,6,23079,1984,42407
0,30,23090,1984,42408
0,13,23162,1984,42409
0,2,23168,1984,42410
0,7,23182,1984,42411
0,1,23189,1984,42412
0,16,23417,1984,42415
0,16,23419,1984,42416
0,6,23464,1984,42417
0,142,23466,1984,42418
0,6,23500,1984,42419
0,28,23555,1984,42420
0,13,23570,1984,42421
0,11,23574,1984,42422
0,226,23580,1984,42423
0,1,23586,1984,42424
0,5,23660,1984,42425
0,20,23670,1984,42426
0,4,23675,1984,42428
0,2,23678,1984,42429
0,5,23686,1984,42431
0,527,23807,1984,42432
0,205,23855,1984,42434
0,94,20045,1984,42435
0,24,20060,1984,42436
0,12,20175,1984,42437
0,41,20178,1984,42438
0,104,20228,1984,42439
0,75,20238,1984,42440
0,15,20250,1984,42441
0,7,20295,1984,42442
0,1,20310,1984,42443
0,33,20383,1984,42444
0,55,20400,1984,42445
0,24,20443,1984,42446
0,41,20517,1984,42447
0,66,20550,1984,42448
0,81,20570,1984,42449
0,2,20614,1984,42450
0,36,20621,1984,42451
0,33,20710,1984,42452
0,39,20750,1984,42453
0,29,20770,1984,42454
0,4,20787,1984,42455
0,458,25000,1984,42456
0,17,25001,1984,42457
0,1,25019,1984,42458
0,1,25035,1984,42459
0,1,25040,1984,42460
0,1,25086,1984,42462
0,2,25095,1984,42463
0,3,25099,1984,42464
0,3,25120,1984,42465
0,58,25148,1984,42468
0,5,25168,1984,42471
0,4,25178,1984,42473
0,2,25245,1984,42479
0,12,25258,1984,42480
0,1,25279,1984,42483
0,4,25290,1984,42487
0,3,25297,1984,42490
0,1,25307,1984,42492
0,5,25320,1984,42495
0,1,25324,1984,42497
0,2,25328,1984,42499
0,1,25368,1984,42502
0,2,25372,1984,42503
0,1,25386,1984,42505
0,86,25394,1984,42506
0,4,25398,1984,42507
0,1,25402,1984,42508
0,1,25426,1984,42510
0,2,25436,1984,42512
0,29,25438,1984,42513
0,1,25473,1984,42514
0,2,25506,1984,42520
0,4,25513,1984,42521
0,1,25518,1984,42522
0,1,25524,1984,42523
0,12,25530,1984,42524
0,6,25535,1984,42525
0,2,25572,1984,42526
0,4,25580,1984,42527
0,3,25592,1984,42528
0,2,25594,1984,42529
0,9,25596,1984,42530
0,3,25599,1984,42531
0,4,25649,1984,42534
0,1,25653,1984,42535
0,4,25662,1984,42537
0,2,25718,1984,42538
0,1,25740,1984,42540
0,9,25743,1984,42541
0,11,25754,1984,42543
0,1,25758,1984,42544
0,2,25805,1984,42554
0,2,25815,1984,42556
0,9,25823,1984,42558
0,2,25839,1984,42559
0,2,25841,1984,42560
0,2,25851,1984,42563
0,24,19110,1984,42564
0,58,19130,1984,42565
0,4,19137,1984,42566
0,14,19142,1984,42567
0,21,19212,1984,42568
0,80,19256,1984,42569
0,1,19290,1984,42570
0,10,19318,1984,42572
0,5,19355,1984,42573
0,2,19364,1984,42574
0,3,19392,1984,42575
0,16,19397,1984,42576
0,17,19418,1984,42577
0,15,19450,1984,42578
0,4,19455,1984,42579
0,13,19473,1984,42580
0,1,19513,1984,42581
0,4,19517,1984,42582
0,25,19532,1984,42583
0,24,19533,1984,42584
0,4,19548,1984,42585
0,1,19573,1984,42586
0,4,19585,1984,42587
0,3,19622,1984,42588
0,9,19693,1984,42589
0,14,19698,1984,42590
0,11,19701,1984,42591
0,2,19743,1984,42592
0,4,19760,1984,42593
0,15,19780,1984,42594
0,2,19785,1984,42595
0,18,19807,1984,42596
0,13,19809,1984,42597
0,25,19821,1984,42598
0,1,20000,1984,42601
0,406,20001,1984,42602
0,58,20011,1984,42603
0,165,20013,1984,42604
0,25,20032,1984,42605
0,612,19000,1984,42606
0,62,19001,1984,42607
0,9,19022,1984,42608
0,27,19050,1984,42609
0,23,19075,1984,42610
0,25,19100,1984,42611
0,947,18000,1984,42612
0,212,18001,1984,42613
0,10,18029,1984,42614
0,52,18094,1984,42615
0,99,18150,1984,42616
0,64,18205,1984,42617
0,31,18247,1984,42618
0,14,18256,1984,42619
0,29,18410,1984,42620
0,35,18460,1984,42621
0,11,18479,1984,42622
0,82,18592,1984,42623
0,53,18610,1984,42624
0,140,18753,1984,42625
0,39,18756,1984,42626
0,38,18785,1984,42627
0,38,18860,1984,42628
0,998,70000,1984,42629
0,101,70001,1984,42630
0,2,70110,1984,42631
0,7,70124,1984,42632
0,130,70204,1984,42633
0,8,70215,1984,42634
0,3,70221,1984,42635
0,58,70230,1984,42636
0,11,70233,1984,42637
0,8,70235,1984,42638
0,33,70265,1984,42639
0,49,70418,1984,42641
0,13,70429,1984,42642
0,60,70473,1984,42643
0,184,70508,1984,42644
0,15,70523,1984,42645
0,3,70670,1984,42646
0,38,70678,1984,42647
0,9,70708,1984,42649
0,108,70713,1984,42650
0,4,70717,1984,42651
0,3,70742,1984,42652
0,81,70771,1984,42653
0,3,70820,1984,42654
0,67,70823,1984,42655
0,759,73000,1984,42656
0,69,73001,1984,42657
0,7,73024,1984,42658
0,2,73030,1984,42660
0,6,73043,1984,42661
0,6,73055,1984,42662
0,31,73067,1984,42663
0,12,73124,1984,42664
0,4,73152,1984,42666
0,47,73168,1984,42667
0,6,68895,1984,42668
0,948,68000,1984,42669
0,44,68001,1984,42670
0,3,68077,1984,42674
0,109,68081,1984,42676
0,8,68092,1984,42677
0,44,68101,1984,42678
0,1,68132,1984,42680
0,9,68147,1984,42681
0,1,68162,1984,42684
0,3,68167,1984,42685
0,6,68169,1984,42686
0,2,68176,1984,42687
0,197,68190,1984,42689
0,10,68207,1984,42690
0,16,68211,1984,42692
0,2,68217,1984,42693
0,21,68235,1984,42695
0,1,68245,1984,42696
0,3,68250,1984,42697
0,44,68255,1984,42698
0,4,68271,1984,42701
0,8,68276,1984,42702
0,1,68296,1984,42703
0,2,68298,1984,42704
0,6,68307,1984,42705
0,3,68318,1984,42706
0,1,68370,1984,42713
0,3,68377,1984,42714
0,20,68385,1984,42715
0,3,68397,1984,42716
0,24,68406,1984,42717
0,1,68425,1984,42719
0,9,68432,1984,42720
0,8,68444,1984,42721
0,2,68464,1984,42722
0,7,68498,1984,42724
0,2,68547,1984,42730
0,7,68573,1984,42733
0,44,68575,1984,42734
0,36,68615,1984,42735
0,38,68655,1984,42736
0,2,68669,1984,42737
0,2,68679,1984,42739
0,94,68689,1984,42743
0,2,68705,1984,42744
0,53,68720,1984,42745
0,11,68745,1984,42746
0,5,68755,1984,42747
0,4,68770,1984,42748
0,2,68773,1984,42749
0,1,68780,1984,42750
0,4,68820,1984,42751
0,9,68861,1984,42753
0,214,66000,1984,42756
0,19,66001,1984,42757
0,4,66088,1984,42760
0,3,66170,1984,42761
0,3,66318,1984,42762
0,4,66383,1984,42763
0,6,66400,1984,42764
0,4,66440,1984,42765
0,14,66456,1984,42766
0,130,66572,1984,42767
0,16,66594,1984,42768
0,4,66682,1984,42769
0,7,66687,1984,42770
0,30,63000,1984,42773
0,7,63001,1984,42774
0,3,63130,1984,42776
0,4,63190,1984,42777
0,3,63212,1984,42778
0,9,63302,1984,42780
0,1,63401,1984,42781
0,2,63470,1984,42782
0,1,63548,1984,42783
0,2,52356,1984,42786
0,4,52378,1984,42787
0,2,52385,1984,42789
0,2,52390,1984,42790
0,1,52399,1984,42791
0,58,52405,1984,42792
0,1,52411,1984,42793
0,8,52418,1984,42794
0,1,52427,1984,42795
0,1,52435,1984,42796
0,2,52473,1984,42797
0,1,52480,1984,42798
0,23,52490,1984,42799
0,87,52540,1984,42802
0,6,52612,1984,42807
0,7,52621,1984,42808
0,5,52678,1984,42809
0,3,52683,1984,42810
0,5,52687,1984,42812
0,2,52693,1984,42813
0,13,52696,1984,42815
0,3,52699,1984,42816
0,8,52786,1984,42818
0,2,52788,1984,42819
0,71,52835,1984,42820
0,22,54498,1984,42824
0,2,54518,1984,42825
0,1,54553,1984,42827
0,12,54670,1984,42830
0,9,54720,1984,42833
0,21,54800,1984,42835
0,96,54810,1984,42836
0,1,54820,1984,42837
0,10,54874,1984,42839
0,369,54000,1984,42840
0,61,54001,1984,42841
0,22,54003,1984,42842
0,2,54051,1984,42843
0,4,54109,1984,42845
0,18,54128,1984,42847
0,21,54206,1984,42850
0,22,54245,1984,42853
0,13,54250,1984,42854
0,2,54261,1984,42855
0,3,54313,1984,42856
0,8,54344,1984,42857
0,1,54377,1984,42859
0,8,54385,1984,42860
0,9,54398,1984,42861
0,1,54405,1984,42862
0,1,50000,1984,42864
0,188,50001,1984,42865
0,15,50006,1984,42866
0,2,50110,1984,42867
0,3,50124,1984,42868
0,19,50150,1984,42869
0,7,50223,1984,42870
0,8,50226,1984,42871
0,4,50245,1984,42872
0,106,50251,1984,42873
0,20,50270,1984,42874
0,11,50287,1984,42875
0,37,50313,1984,42876
0,1,50318,1984,42877
0,257,50325,1984,42878
0,91,50330,1984,42879
0,120,50350,1984,42880
0,79,50370,1984,42881
0,93,50400,1984,42882
0,87,50450,1984,42883
0,54,50568,1984,42884
0,23,50573,1984,42885
0,87,50577,1984,42886
0,210,50590,1984,42887
0,2,50680,1984,42889
0,95,50683,1984,42890
0,5,50686,1984,42891
0,18,50689,1984,42892
0,298,50711,1984,42893
0,604,52000,1984,42894
0,82,52001,1984,42895
0,3,52019,1984,42896
0,2,52036,1984,42898
0,7,52051,1984,42899
0,36,52079,1984,42900
0,2,52110,1984,42902
0,1,52207,1984,42904
0,1,52210,1984,42905
0,3,52215,1984,42906
0,1,52224,1984,42907
0,3,52227,1984,42908
0,23,52233,1984,42909
0,2,52240,1984,42910
0,75,52250,1984,42911
0,1,52254,1984,42912
0,29,52256,1984,42913
0,13,52258,1984,42914
0,1,52260,1984,42915
0,1,52287,1984,42916
0,1,47000,1984,42920
0,332,47001,1984,42921
0,6,47030,1984,42922
0,52,47053,1984,42923
0,11,47058,1984,42924
0,2,47161,1984,42925
0,55,47170,1984,42926
0,102,47189,1984,42927
0,4,47205,1984,42928
0,27,47245,1984,42929
0,113,47258,1984,42930
0,11,47268,1984,42931
0,248,47288,1984,42932
0,8,47318,1984,42933
0,31,47460,1984,42934
0,2,47541,1984,42935
0,7,47545,1984,42936
0,78,47551,1984,42937
0,102,47555,1984,42938
0,70,47570,1984,42939
0,41,47605,1984,42940
0,31,47660,1984,42941
0,14,47675,1984,42942
0,3,47692,1984,42943
0,1,47703,1984,42944
0,7,47707,1984,42945
0,65,47745,1984,42947
0,30,47798,1984,42948
0,11,47960,1984,42949
0,57,47980,1984,42950
0,2,97666,1984,42951
0,165,99000,1984,42952
0,78,99001,1984,42953
0,8,99524,1984,42954
0,5,99624,1984,42955
0,74,99773,1984,42956
0,115,95025,1984,42957
0,194,95200,1984,42958
0,75,97000,1984,42959
0,54,97001,1984,42960
0,17,97161,1984,42961
0,15,94001,1984,42962
0,777,95000,1984,42963
0,337,95001,1984,42964
0,131,95015,1984,42965
0,19,94000,1984,42966
0,3,88000,1984,42967
0,27,91000,1984,42969
0,20,91001,1984,42970
0,1,86219,1984,42972
0,39,86320,1984,42973
0,96,86568,1984,42974
0,32,86569,1984,42975
0,44,86571,1984,42976
0,11,86573,1984,42977
0,1,86749,1984,42978
0,2,86755,1984,42979
0,26,86757,1984,42980
0,4,86760,1984,42981
0,60,86865,1984,42982
0,20,86885,1984,42983
0,473,86000,1984,42984
0,137,86001,1984,42985
0,167,85000,1984,42986
0,60,85001,1984,42987
0,12,85010,1984,42988
0,10,85015,1984,42989
0,3,85125,1984,42990
0,2,85139,1984,42992
0,15,85162,1984,42993
0,1,85225,1984,42994
0,8,85230,1984,42995
0,4,85250,1984,42996
0,3,85263,1984,42997
0,1,85279,1984,42998
0,1,85300,1984,42999
0,6,85315,1984,43000
0,7,85325,1984,43001
0,4,85400,1984,43002
0,15,85410,1984,43003
0,2,85430,1984,43004
0,13,85440,1984,43005
0,430,81000,1984,43006
0,80,81001,1984,43007
0,49,81065,1984,43008
0,14,81220,1984,43009
0,34,81300,1984,43010
0,11,81591,1984,43011
0,78,81736,1984,43012
0,164,81794,1984,43013
0,11,76892,1984,43014
0,3,76895,1984,43015
0,720,76000,1984,43016
0,81,76001,1984,43017
0,1,76036,1984,43019
0,1,76041,1984,43020
0,3,76054,1984,43021
0,21,76100,1984,43022
0,165,76109,1984,43023
0,38,76111,1984,43024
0,21,76113,1984,43025
0,6,76122,1984,43026
0,6,76126,1984,43027
0,6,76130,1984,43028
0,5,76147,1984,43029
0,13,76233,1984,43030
0,3,76243,1984,43031
0,1,76246,1984,43032
0,3,76248,1984,43033
0,5,76250,1984,43034
0,24,76275,1984,43035
0,1,76306,1984,43036
0,6,76318,1984,43037
0,12,76364,1984,43038
0,3,76377,1984,43039
0,2,76400,1984,43040
0,15,76520,1984,43043
0,1,76563,1984,43044
0,1,76606,1984,43045
0,15,76616,1984,43046
0,7,76622,1984,43047
0,40,76670,1984,43048
0,21,76736,1984,43049
0,1,76823,1984,43050
0,21,76828,1984,43051
0,145,76834,1984,43052
0,6,76863,1984,43054
0,6,76869,1984,43055
0,1,73200,1984,43057
0,35,73217,1984,43058
0,13,73226,1984,43059
0,21,73236,1984,43060
0,3,73268,1984,43061
0,5,73270,1984,43062
0,1,73275,1984,43063
0,10,73283,1984,43064
0,4,73319,1984,43065
0,6,73347,1984,43066
0,4,73349,1984,43067
0,20,73352,1984,43068
0,7,73408,1984,43069
0,51,73411,1984,43070
0,8,73443,1984,43071
0,1,73449,1984,43072
0,8,73461,1984,43073
0,20,73483,1984,43074
0,29,73504,1984,43075
0,6,73520,1984,43076
0,2,73547,1984,43077
0,54,73555,1984,43078
0,14,73563,1984,43079
0,18,73585,1984,43080
0,139,73616,1984,43081
0,3,73622,1984,43082
0,14,73624,1984,43083
0,2,73671,1984,43084
0,27,73675,1984,43085
0,2,73678,1984,43086
0,1,73686,1984,43087
0,1,73854,1984,43089
0,5,73861,1984,43090
0,24,73873,1984,43091
0,16,73870,1984,43092
0,66,5893,1985,43093
0,1,5890,1985,43094
0,5,5887,1985,43095
0,14,5895,1985,43096
0,19,5858,1985,43100
0,34,5854,1985,43102
0,37,5847,1985,43103
0,4,5842,1985,43104
0,446,5837,1985,43105
0,22,5790,1985,43109
0,12,5789,1985,43110
0,4,5761,1985,43111
0,54,5756,1985,43112
0,60,5736,1985,43113
0,10,5690,1985,43115
0,4,5679,1985,43117
0,1,5674,1985,43118
0,24,5670,1985,43119
0,8,5667,1985,43120
0,149,5665,1985,43121
0,71,5664,1985,43122
0,54,5660,1985,43123
0,65,5659,1985,43124
0,4,5658,1985,43125
0,9,5656,1985,43126
0,16,5652,1985,43127
0,62,5649,1985,43128
0,17,5642,1985,43130
0,4,5631,1985,43131
0,13,5628,1985,43132
0,2,5615,1985,43133
0,30,5604,1985,43135
0,41,5591,1985,43136
0,26,5585,1985,43137
0,153,5579,1985,43138
0,4,5576,1985,43139
0,5,5543,1985,43140
0,2,5501,1985,43142
0,30,5495,1985,43143
0,422,5490,1985,43144
0,17,5483,1985,43145
0,148,5480,1985,43146
0,1,5475,1985,43147
0,9,5467,1985,43148
0,4,5440,1985,43149
0,43,5425,1985,43150
0,14,5411,1985,43151
0,3,5400,1985,43152
0,9,5390,1985,43153
0,12,5364,1985,43157
0,40,5361,1985,43158
0,2,5318,1985,43163
0,8,5315,1985,43164
0,34,5313,1985,43165
0,2,5306,1985,43168
0,75,5284,1985,43169
0,4,5282,1985,43170
0,6,5266,1985,43171
0,51,5250,1985,43173
0,55,5234,1985,43176
0,1,5212,1985,43177
0,12,5209,1985,43178
0,4,5206,1985,43179
0,69,5197,1985,43180
0,60,5172,1985,43182
0,14,5154,1985,43183
0,14,5148,1985,43185
0,39,5147,1985,43186
0,1,5145,1985,43187
0,5,5142,1985,43188
0,21,5138,1985,43189
0,2,5134,1985,43190
0,9,5125,1985,43192
0,26,5120,1985,43193
0,31,5113,1985,43194
0,21,5107,1985,43195
0,6,5101,1985,43196
0,3,5093,1985,43197
0,2,5091,1985,43198
0,6,5088,1985,43199
0,6,5079,1985,43201
0,100,5055,1985,43203
0,293,5051,1985,43204
0,256,5045,1985,43205
0,7,5044,1985,43206
0,14,5042,1985,43207
0,5,5040,1985,43208
0,4,5038,1985,43209
0,9,5034,1985,43211
0,93,5031,1985,43212
0,2,5030,1985,43213
0,4,5021,1985,43214
0,16,5004,1985,43215
0,4,5002,1985,43216
0,39,5001,1985,43217
0,3,5000,1985,43218
0,14,1001,1985,43219
0,2,8638,1985,43226
0,3,8634,1985,43227
0,1,8549,1985,43232
0,3,8421,1985,43236
0,14,8001,1985,43242
0,23,8000,1985,43243
0,11,13894,1985,43244
0,5,13873,1985,43245
0,32,13810,1985,43248
0,47,13744,1985,43251
0,5,13688,1985,43252
0,7,13683,1985,43253
0,5,13673,1985,43254
0,55,13670,1985,43255
0,51,13667,1985,43256
0,42,13657,1985,43257
0,1,13655,1985,43258
0,35,13654,1985,43259
0,9,13580,1985,43264
0,33,13549,1985,43265
0,43,13473,1985,43267
0,38,13468,1985,43268
0,19,13458,1985,43269
0,6,13442,1985,43270
0,3,13433,1985,43272
0,27,13430,1985,43273
0,6,13268,1985,43275
0,1,13248,1985,43276
0,90,13244,1985,43277
0,1,13222,1985,43278
0,25,13212,1985,43279
0,4,13160,1985,43281
0,6,13140,1985,43282
0,16,13074,1985,43283
0,9,13052,1985,43285
0,1,13042,1985,43286
0,9,13030,1985,43287
0,29,13006,1985,43288
0,12,13001,1985,43289
0,683,13000,1985,43290
0,19,11001,1985,43291
0,12,15832,1985,43299
0,30,15681,1985,43328
0,1,15667,1985,43331
0,185,15572,1985,43341
0,1,15550,1985,43342
0,2,15533,1985,43345
0,17,15531,1985,43346
0,2,15514,1985,43350
0,31,15507,1985,43352
0,17,15480,1985,43356
0,4,15469,1985,43358
0,16,15442,1985,43362
0,1,15377,1985,43368
0,3,15368,1985,43369
0,1,15223,1985,43388
0,3,15183,1985,43396
0,12,15106,1985,43405
0,4,15104,1985,43406
0,342,15000,1985,43415
0,2,17877,1985,43416
0,5,17873,1985,43417
0,1,17867,1985,43418
0,1,17777,1985,43419
0,10,17665,1985,43420
0,84,17662,1985,43421
0,3,17653,1985,43422
0,12,17616,1985,43423
0,9,17614,1985,43424
0,50,17541,1985,43425
0,10,17524,1985,43426
0,3,17495,1985,43428
0,7,17442,1985,43432
0,3,17433,1985,43433
0,7,17380,1985,43435
0,1,17272,1985,43436
0,2,17050,1985,43439
0,14,17042,1985,43440
0,224,17000,1985,43443
0,20,18860,1985,43444
0,8,18785,1985,43445
0,25,18756,1985,43446
0,43,18753,1985,43447
0,23,18610,1985,43448
0,18,18592,1985,43449
0,11,18479,1985,43450
0,10,18460,1985,43451
0,5,18410,1985,43452
0,21,18256,1985,43453
0,7,18247,1985,43454
0,17,18205,1985,43455
0,64,18150,1985,43456
0,17,18094,1985,43457
0,7,18029,1985,43458
0,69,18001,1985,43459
0,365,18000,1985,43460
0,73,19100,1985,43461
0,1,19075,1985,43462
0,8,19050,1985,43463
0,25,19022,1985,43464
0,869,19000,1985,43466
0,6,20032,1985,43467
0,109,20013,1985,43468
0,28,20011,1985,43469
0,45,20001,1985,43470
0,501,20000,1985,43471
0,10,19845,1985,43472
0,3,19824,1985,43473
0,35,19821,1985,43474
0,2,19809,1985,43475
0,14,19807,1985,43476
0,9,19785,1985,43477
0,12,19780,1985,43478
0,34,19760,1985,43479
0,46,19743,1985,43480
0,34,19701,1985,43481
0,5,19698,1985,43482
0,127,19693,1985,43483
0,11,19622,1985,43484
